label,text
1,who finna hit coachella this year doe yall aint ready coachella
1,rt shannonbugelli coachella is definitely on my bucket list coachella
-1,the coachella line up is out quite glad i didnt get tickets this year fingers crossed for
1,tladyxo going even if i have to sell my grandma coachella tyler the creator and fka twigs
1,this lineup is ok at best i dont understand how milky chance is a rd line act and fitz is a nd coachella
0,spencercathcart hey what are your thoughts on the coachella lineup is your son old enough to go
1,looks like ill be making my way out to the desert once again coachella
1,beyond stoked right now coachella
1,aaaah yes coachella
1,acdc jack white and drake headlining coachella this year pretty good lineup coachella
1,the fact kyram got through stand by in less that minutes recordtime coachella
1,me and paulina just might be doing coachella
-1,hipsters must be proud of themselves coachella no
1,i am going to coachella this year no matter what coachella
1,fucktylerfkatwigscashmerecattoroymoiand more make coachella lineup stromae simonlesaint drake
0,this just happened coachella
-1,save your money for riotfest instead of coachella coachella
1,in class checking my phone to see if kroq posted the coachella line up hurry
0,the coachella lineup is here
-1,not even when the cure or suede played did i want to go coachella i went to the very first one amp that was enough over it
1,ciaralsmith coachella its a date ifonly
1,rt dharris me n bae are celebrating our one year anniversary at coachella and drake is headlining we won
1,holy god i want to go someone take me coachella
1,wow coachella looks like fun yes everywhere
1,i wish i was at coachella
0,florence the machine coachella
0,mighty morphin power rangers for coachella
1,seeing acdc live would be so kickass coachella
1,theweeknd just made the whole lineup along with other dope artists but xo takes the cake congrats papi twod coachella
1,looking at the lineup for coachella and i see some djs ive been wanting to see for a while now djsnake
0,the struggle coachella coachella weekend
1,i wanna go badly coachella
1,oliverheldens coachella yay cant wait to see you again shuffle master coachella
0,flashejordan tryna perform at coachella
-1,maybe im too old but the coachella lineup doesnt excite me in the least
1,weekend one turn up coachella backtoback
1,glad i have a place a few blocks from coachella if only there was some electroswing
0,xaviersworld biggiepaul if it was up to biggiepaul at coachella
1,shewchuk coachella lineup is here this finally may be there year i go tix on sale tomorrow crying
1,just read the lineup ok coachella you win someone fetch me a flower crown whilst i iron my crop tops coachella
1,minutes to go beyatches get in line coachella coachella areyougoing letthequeuebegin
1,wanna go on the third day coachella nicelineup
1,uhhh coachella youre killing me
0,too broke to go too far away coachella
1,rt baileydebree hozier and drake and florence and the machine yay my heart is happy coachella
1,alesso congrats mate coachella
0,rt zachgraham no work will be done today coachella
-1,thoroughly disappointed with this coachella lineup
1,line up coachella
1,this tent this year tho unreallinuep saharatent coachella
1,coachella has an amazing lineup and i cant fucking go kill me
-1,the coachella lineup with acdc and steely dan alli need to get excited about going again hmmm coachella
-1,someone purchase my coachella tickets i dont have time to wait for this shit
0,i need a car camping pass for wknd coachella coachella weekend coachella lol
0,i know of the bands playing coachella
0,carlycristman a wide selection of denim cut offs its going to be hot this year coachella
0,burn coachella music festival to the ground and salt the scorched and raw earth where it stood coachella coachella
1,acdc at coachella is all i need to know whos taking the trip to cali with me coachella
1,its great to see a group of rising stars like acdc finally get their chance to headline a major festival good job coachella
1,so want to go to coachella especially with drake and fkatwigs announced
0,rt geo still waiting on the jenni rivera hologram coachella
1,i am dreaming of going to coachella
1,sweet lordddd babyyy jesus coachella
1,ayeandria did you see drake is headlining coachella this year umm ill be down there that weekend already hmmm birthdayparty
-1,latimes wow no dieantwoord this year coachella boo
0,rt nayelyyl weekend coachella
1,stoked on some of the coachella lineup dont know a lot of the artists but still cant wait for the overall experience
1,april cant come soon enough coachella coachella weekend
0,who will i be seeing at coachella though coachella
1,if youre selling coachella week pass hmu
0,but for real tho coachella coachellalineup coachella
-1,not gonna lie coachella and govball lineups have been underwhelming so far maybe firefly will be better
0,this just happened jackwhite acdc drake coachella
1,crying tears of joy i am so excited coachella
1,i enjoyed florence and her machine so much im seeing her again next week coachella
1,the coachella line up oh my god
1,coachella ticket plane ticket hotel a weekend at the valley to see the weeknd priceless coachella
0,nalaknip whos responsible coachella
1,this lineup is beautiful coachella
-1,flyinglotus is the only dude i would care about in coachella maybe tyler too but man worst lineup ever
-1,i feel like acdc at coachella would be the most boring act and who really wants them there anyway
1,rt marissaaaxoxo im so fucking excited coachella
1,rt spanglishpop at st glance coachella line up looks just ok but its actually good balance of all types of acts gives more time enj
0,did you get your coachella tickets if not heres probably why coachella goldenvoice
1,i wanna go coachella
0,going to coachella
0,mileycyrus how would feel if i asked you to take me to coachella with you as a guest of yours
0,everyone is talking about coachella
-1,lineups out coachella coachellalineup
0,rt wassupkimbo coachella drake theweeknd ryanhemsworth jamiexx florence and the machine flosstradamus cleanbandit araeeg
1,coachella lineup cant wait months days hours coachella coachella indio ca
0,when you give a fuccboi a coachella lineup
0,real women admit they hate football coachella
1,strong lineup coachella
1,currently seeking someone to coachella with coachella
1,someone come with me to coachella
1,i cant wait coachella
-1,if bobby shmurda isnt gonna be coachella then whats the point freebobbyshmurda
1,coachella line up is just woww im crying coachella
1,rt lupcheong get out the coachella lineup is insane
0,noanalafronopeace rt thekevinryder wait no anal afro coachella
-1,rt xoxxxoooxoxxo ugh drake and abel are gonna be at coachella my babies
1,looks like well be rocking out girls coachella kirstyannkelly xoxsf
-1,kinda disappointed in the coachella line up again this year all i want is an epic line up like coachella coachella
1,its so close i can taste it coachella coachella
1,the coachella line upa blessing to say the least
1,ahhhhh and who do i see on the coachellalineup miss awonderdj see you there pretty lady coachella rigcity
